,date,closing,adjusted,evolution,quantity,volume
39,05/10/2022,1610.0,1610.0,0.0,0.0,0.0
40,04/10/2022,1610.0,1610.0,0.0,0.0,0.0
41,03/10/2022,1610.0,1610.0,0.31,205.0,330025.0
42,30/09/2022,1605.0,1605.0,-2.73,5899.0,9482091.0
43,29/09/2022,1650.0,1650.0,-2.88,4538.0,7562981.0
44,28/09/2022,1699.0,1699.0,-0.06,6472.0,10988219.0
45,27/09/2022,1700.0,1700.0,-2.02,3860.0,6625565.0
46,26/09/2022,1735.0,1735.0,-4.36,27231.0,48246585.0
47,23/09/2022,1814.0,1814.0,-0.06,4202.0,7586400.0
48,22/09/2022,1815.0,1815.0,0.0,4092.0,7386340.0
49,21/09/2022,1815.0,1815.0,0.28,5017.0,9059105.0
50,20/09/2022,1810.0,1810.0,0.56,1135.0,2044056.0
51,19/09/2022,1800.0,1800.0,1.12,517.0,923543.0
52,16/09/2022,1780.0,1780.0,0.0,7001.0,12581875.0
53,15/09/2022,1780.0,1780.0,-0.11,13509.0,24046187.0
54,14/09/2022,1782.0,1782.0,0.11,1785.0,3177302.0
55,13/09/2022,1780.0,1780.0,0.79,144.0,256320.0
56,12/09/2022,1766.0,1766.0,0.0,1002.0,1769596.0
57,09/09/2022,1766.0,1766.0,-2.43,1922.0,3421576.0
58,08/09/2022,1810.0,1810.0,0.56,20058.0,36805252.0
59,07/09/2022,1800.0,1800.0,2.39,6204.0,11167117.0
60,06/09/2022,1758.0,1758.0,-0.68,1.0,1758.0
61,05/09/2022,1770.0,1770.0,0.45,262.0,464100.0
62,02/09/2022,1762.0,1762.0,-1.07,500.0,880013.0
63,01/09/2022,1781.0,1781.0,-0.5,42.0,74821.0
64,31/08/2022,1790.0,1790.0,-1.92,472.0,844880.0
65,30/08/2022,1825.0,1825.0,-0.27,30.0,54765.0
66,29/08/2022,1830.0,1830.0,-0.16,307.0,561711.0
67,26/08/2022,1833.0,1833.0,-1.98,2253.0,4147140.0
68,25/08/2022,1870.0,1870.0,1.08,32.0,59809.0
69,24/08/2022,1850.0,1850.0,2.78,17139.0,31519416.0
70,23/08/2022,1800.0,1800.0,0.56,10856.0,19541102.0
71,22/08/2022,1790.0,1790.0,1.7,55.0,98450.0
72,19/08/2022,1760.0,1760.0,0.0,53.0,93435.0
73,18/08/2022,1760.0,1760.0,0.0,0.0,0.0
74,17/08/2022,1760.0,1760.0,0.86,4003.0,7045235.0
75,16/08/2022,1745.0,1745.0,-0.91,3.0,5235.0
76,15/08/2022,1761.0,1761.0,-0.51,5.0,8805.0
77,12/08/2022,1770.0,1770.0,1.67,1275.0,2256375.0
78,11/08/2022,1741.0,1741.0,1.22,1504.0,2607660.0
79,10/08/2022,1720.0,1720.0,0.17,201.0,344445.0
80,09/08/2022,1717.0,1717.0,0.88,541.0,928810.0
81,08/08/2022,1702.0,1702.0,0.0,0.0,0.0
82,05/08/2022,1702.0,1702.0,-1.05,1533.0,2611819.0
83,04/08/2022,1720.0,1720.0,1.18,2801.0,4750155.0
84,03/08/2022,1700.0,1700.0,1.8,10853.0,18306725.0
85,02/08/2022,1670.0,1670.0,-1.07,189.0,315527.0
86,01/08/2022,1688.0,1688.0,0.0,0.0,0.0
87,29/07/2022,1688.0,1688.0,0.48,322.0,542190.0
88,28/07/2022,1680.0,1680.0,0.0,100.0,168000.0
89,27/07/2022,1680.0,1680.0,0.84,229.0,384791.0
90,26/07/2022,1666.0,1666.0,-2.0,1287.0,2144142.0
91,25/07/2022,1700.0,1700.0,0.0,1362.0,2315400.0
92,22/07/2022,1700.0,1700.0,-0.29,1592.0,2706400.0
93,21/07/2022,1705.0,1705.0,0.0,666.0,1135530.0
94,20/07/2022,1705.0,1705.0,0.29,843.0,1439651.0
95,19/07/2022,1700.0,1700.0,1.8,105.0,178500.0
96,18/07/2022,1670.0,1670.0,0.54,319.0,532772.0
97,15/07/2022,1661.0,1661.0,0.67,4402.0,7311722.0
98,14/07/2022,1650.0,1650.0,0.61,626.0,1034347.0
99,13/07/2022,1640.0,1640.0,0.0,239.0,391960.0
100,12/07/2022,1640.0,1640.0,2.31,1255.0,2058425.0
101,08/07/2022,1603.0,1603.0,-2.32,42.0,67379.0
102,07/07/2022,1641.0,1641.0,-2.61,618.0,1002036.0
103,06/07/2022,1685.0,1685.0,4.66,21.0,33743.0
104,05/07/2022,1610.0,1610.0,0.69,1635.0,2632333.0
105,04/07/2022,1599.0,1599.0,-1.9,41.0,65580.0
106,01/07/2022,1630.0,1630.0,-4.12,6938.0,11467085.0
107,30/06/2022,1700.0,1700.0,0.0,4109.0,6985800.0
108,29/06/2022,1700.0,1700.0,0.0,532.0,904880.0
109,28/06/2022,1700.0,1700.0,-1.16,1370.0,2335000.0
110,27/06/2022,1720.0,1720.0,1.18,10.0,17200.0
111,24/06/2022,1700.0,1700.0,2.41,19397.0,32632634.0
112,23/06/2022,1660.0,1660.0,-2.06,2404.0,3990812.0
113,22/06/2022,1695.0,1695.0,-0.29,2985.0,5069500.0
114,21/06/2022,1700.0,1700.0,0.0,5160.0,8772000.0
115,20/06/2022,1700.0,1700.0,1.19,480.0,814521.0
116,17/06/2022,1680.0,1680.0,-4.27,7819.0,13592249.0
117,16/06/2022,1755.0,1755.0,-0.28,4246.0,7459230.0
118,15/06/2022,1760.0,1760.0,-0.56,12579.0,22150256.0
119,14/06/2022,1770.0,1770.0,-1.67,55.0,97598.0
120,13/06/2022,1800.0,1800.0,1.12,3002.0,5403645.0
121,10/06/2022,1780.0,1780.0,0.0,9671.0,17404380.0
122,09/06/2022,1780.0,1780.0,-2.73,2190.0,4009630.0
123,08/06/2022,1830.0,1830.0,0.0,1687.0,3092183.0
124,07/06/2022,1830.0,1830.0,3.21,17881.0,32527925.0
125,06/06/2022,1773.0,1773.0,0.0,0.0,0.0
126,03/06/2022,1773.0,1773.0,0.51,2973.0,5271129.0
127,02/06/2022,1764.0,1764.0,0.4,1448.0,2597974.0
128,01/06/2022,1757.0,1757.0,1.04,70315.0,121578575.0
129,31/05/2022,1805.0,1805.0,0.28,71948.0,129863740.0
130,30/05/2022,1800.0,1800.0,0.0,0.0,0.0
131,27/05/2022,1800.0,1800.0,0.0,5538.0,9899662.0
132,26/05/2022,1800.0,1800.0,0.0,109.0,196200.0
133,25/05/2022,1800.0,1800.0,0.0,987.0,1776836.0
134,24/05/2022,1800.0,1800.0,-1.21,15567.0,28142958.0
135,23/05/2022,1822.0,1822.0,-2.31,483.0,897902.0
136,20/05/2022,1865.0,1865.0,-0.8,8783.0,16379747.0
137,19/05/2022,1880.0,1880.0,-0.11,11573.0,21811565.0
138,18/05/2022,1882.0,1882.0,-0.95,3328.0,6263260.0
139,17/05/2022,1900.0,1900.0,0.0,0.0,0.0
140,16/05/2022,1900.0,1900.0,2.15,12.0,22800.0
141,13/05/2022,1860.0,1860.0,0.0,567.0,1054620.0
142,12/05/2022,1860.0,1860.0,-1.59,392.0,729215.0
143,11/05/2022,1890.0,1890.0,-0.05,40.0,75601.0
144,10/05/2022,1891.0,1891.0,-4.01,11015.0,21111069.0
145,09/05/2022,1970.0,1970.0,-0.25,10007.0,19754428.0
146,06/05/2022,1975.0,1975.0,-1.25,3904.0,7787784.0
147,05/05/2022,2000.0,2000.0,0.0,850.0,1700000.0
148,04/05/2022,2000.0,2000.0,0.0,0.0,0.0
149,29/04/2022,2000.0,2000.0,-0.99,4856.0,9711400.0
150,28/04/2022,2020.0,2020.0,3.8,5001.0,10102004.0
151,27/04/2022,1946.0,1946.0,-3.18,6183.0,12477728.0
152,26/04/2022,2010.0,2010.0,1.01,5797.0,11610545.0
153,25/04/2022,1990.0,1990.0,-0.5,2034.0,4046830.0
154,22/04/2022,2000.0,2000.0,1.01,959.0,1916860.0
155,21/04/2022,1980.0,1980.0,-0.5,2.0,3960.0
156,20/04/2022,1990.0,1990.0,0.0,0.0,0.0
157,19/04/2022,1990.0,1990.0,0.0,4002.0,7963921.0
158,18/04/2022,1990.0,1990.0,0.0,0.0,0.0
159,15/04/2022,1990.0,1990.0,0.51,6646.0,13186634.0
160,14/04/2022,1980.0,1980.0,0.46,4970.0,9820980.0
161,13/04/2022,1971.0,1971.0,0.56,1575.0,3088725.0
162,12/04/2022,1960.0,1960.0,2.03,7554.0,14804725.0
163,11/04/2022,1921.0,1921.0,-1.99,127.0,246456.0
164,08/04/2022,1960.0,1960.0,0.77,7430.0,14495000.0
165,07/04/2022,1945.0,1945.0,1.3,1078.0,2082610.0
166,06/04/2022,1920.0,1920.0,-0.78,10.0,19200.0
167,05/04/2022,1935.0,1935.0,0.78,49.0,94759.0
168,04/04/2022,1920.0,1920.0,0.0,94.0,180480.0
169,01/04/2022,1920.0,1920.0,0.79,6815.0,13080300.0
170,31/03/2022,1905.0,1905.0,2.36,6526.0,12431937.0
171,30/03/2022,1861.0,1861.0,0.05,222.0,415607.0
172,29/03/2022,1860.0,1860.0,-2.05,3114.0,5762040.0
173,28/03/2022,1899.0,1899.0,2.65,2701.0,4943196.0
174,25/03/2022,1850.0,1850.0,0.27,6544.0,12107840.0
175,24/03/2022,1845.0,1845.0,-0.27,1605.0,2966672.0
176,23/03/2022,1850.0,1850.0,-2.84,12250.0,22706526.0
177,22/03/2022,1904.0,1904.0,-0.68,800.0,1536242.0
178,21/03/2022,1917.0,1917.0,0.37,104.0,199498.0
179,18/03/2022,1910.0,1910.0,-0.47,1822.0,3480020.0
180,17/03/2022,1919.0,1919.0,3.17,1146.0,2154392.0
181,16/03/2022,1860.0,1860.0,-2.11,930.0,1730200.0
182,15/03/2022,1900.0,1900.0,3.77,635.0,1173973.0
183,14/03/2022,1831.0,1831.0,-1.03,77.0,141435.0
184,11/03/2022,1850.0,1850.0,-1.44,2971.0,5510774.0
185,10/03/2022,1877.0,1877.0,-5.82,2805.0,5283301.0
186,09/03/2022,1993.0,1993.0,5.45,1041.0,2048557.0
187,08/03/2022,1890.0,1890.0,0.53,113.0,213090.0
188,07/03/2022,1880.0,1880.0,-5.72,1409.0,2653607.0
189,04/03/2022,1994.0,1994.0,1.17,3359.0,6633617.0
190,03/03/2022,1971.0,1971.0,0.25,2475.0,4877401.0
191,02/03/2022,1966.0,1966.0,-1.7,1393.0,2774373.0
192,01/03/2022,2000.0,2000.0,1.99,51.0,102055.0
193,28/02/2022,1961.0,1961.0,-4.34,7418.0,14680314.0
194,25/02/2022,2050.0,2050.0,1.38,2826.0,5804641.0
195,24/02/2022,2022.0,2022.0,-5.95,26862.0,55326710.0
196,23/02/2022,2150.0,2150.0,-1.33,145.0,311750.0
197,22/02/2022,2179.0,2179.0,-0.05,14835.0,31639171.0
198,21/02/2022,2180.0,2180.0,-0.68,176.0,384255.0
199,18/02/2022,2195.0,2195.0,-1.97,984.0,2159880.0
200,17/02/2022,2239.0,2239.0,-0.71,21.0,47124.0
201,16/02/2022,2255.0,2255.0,0.0,0.0,0.0
202,15/02/2022,2255.0,2255.0,-0.66,361.0,813750.0
203,14/02/2022,2270.0,2270.0,-0.04,1034.0,2347318.0
204,11/02/2022,2271.0,2271.0,-0.39,3121.0,7112319.0
205,10/02/2022,2280.0,2280.0,-0.22,2221.0,5064384.0
206,09/02/2022,2285.0,2285.0,-0.22,980.0,2239525.0
207,08/02/2022,2290.0,2290.0,1.51,196.0,448790.0
208,07/02/2022,2256.0,2256.0,-1.48,295.0,665520.0
209,04/02/2022,2290.0,2290.0,1.46,3848.0,8777184.0
210,03/02/2022,2257.0,2257.0,-1.31,70.0,158470.0
211,02/02/2022,2287.0,2287.0,1.42,6.0,13722.0
212,01/02/2022,2255.0,2255.0,-1.4,500.0,1127500.0
213,31/01/2022,2287.0,2287.0,2.1,2552.0,5754512.0
214,28/01/2022,2240.0,2240.0,-0.67,3992.0,8957155.0
215,27/01/2022,2255.0,2255.0,0.0,0.0,0.0
216,26/01/2022,2255.0,2255.0,-0.66,1003.0,2261721.0
217,25/01/2022,2270.0,2270.0,0.0,3923.0,8905208.0
218,24/01/2022,2270.0,2270.0,0.0,1962.0,4453778.0
219,21/01/2022,2270.0,2270.0,0.0,6456.0,14655114.0
220,20/01/2022,2270.0,2270.0,2.67,2901.0,6573320.0
221,19/01/2022,2211.0,2211.0,-3.53,134.0,296441.0
222,18/01/2022,2292.0,2292.0,0.09,3096.0,7094050.0
223,17/01/2022,2290.0,2290.0,0.0,931.0,2131990.0
224,14/01/2022,2290.0,2290.0,-0.22,9020.0,20694363.0
225,13/01/2022,2295.0,2295.0,2.87,2830.0,6477283.0
226,12/01/2022,2231.0,2231.0,0.04,193.0,428528.0
227,10/01/2022,2230.0,2230.0,0.0,0.0,0.0
228,07/01/2022,2230.0,2230.0,1.36,5856.0,13045924.0
229,06/01/2022,2200.0,2200.0,0.87,2053.0,4516500.0
230,05/01/2022,2181.0,2181.0,-0.86,274.0,598634.0
231,04/01/2022,2200.0,2200.0,0.0,0.0,0.0
232,03/01/2022,2200.0,2200.0,0.0,0.0,0.0
233,31/12/2021,2200.0,2200.0,0.0,8253.0,18156687.0
234,30/12/2021,2200.0,2200.0,0.0,2140.0,4690507.0
235,29/12/2021,2200.0,2200.0,1.38,1087.0,2388615.0
236,28/12/2021,2170.0,2170.0,0.88,1557.0,3378590.0
237,27/12/2021,2151.0,2151.0,-0.14,306.0,658251.0
238,24/12/2021,2154.0,2154.0,-1.64,2132.0,4608328.0
239,23/12/2021,2190.0,2190.0,0.0,0.0,0.0
240,22/12/2021,2190.0,2190.0,0.0,0.0,0.0
241,21/12/2021,2190.0,2190.0,-0.41,1412.0,3063661.0
242,20/12/2021,2199.0,2199.0,0.0,25.0,54970.0
243,17/12/2021,2199.0,2199.0,0.96,1541.0,3364270.0
244,16/12/2021,2178.0,2178.0,0.14,712.0,1550312.0
245,15/12/2021,2175.0,2175.0,0.23,6.0,12952.0
246,14/12/2021,2170.0,2170.0,0.0,577.0,1251860.0
247,13/12/2021,2170.0,2170.0,0.0,128.0,277280.0
248,10/12/2021,2170.0,2170.0,2.36,3954.0,8560180.0
249,09/12/2021,2120.0,2120.0,0.62,1112.0,2357418.0
250,08/12/2021,2107.0,2107.0,0.0,101.0,212807.0
251,07/12/2021,2107.0,2107.0,0.0,2068.0,4354339.0
252,06/12/2021,2107.0,2107.0,0.05,251.0,528878.0
253,03/12/2021,2106.0,2106.0,-0.66,7916.0,16664490.0
254,02/12/2021,2120.0,2120.0,0.0,85.0,178157.0
255,01/12/2021,2120.0,2120.0,0.47,163.0,345577.0
256,30/11/2021,2110.0,2110.0,-0.47,14524.0,30725290.0
257,29/11/2021,2120.0,2120.0,0.0,5209.0,11042938.0
258,26/11/2021,2120.0,2120.0,-2.08,6524.0,14013045.0
259,25/11/2021,2165.0,2165.0,0.0,72.0,155860.0
260,24/11/2021,2165.0,2165.0,0.0,1522.0,3295130.0
261,23/11/2021,2165.0,2165.0,-0.23,1418.0,3069970.0
262,22/11/2021,2170.0,2170.0,0.0,0.0,0.0
263,19/11/2021,2170.0,2170.0,0.23,3004.0,6519680.0
264,17/11/2021,2165.0,2165.0,-0.41,3572.0,7749418.0
265,16/11/2021,2174.0,2174.0,-0.28,2022.0,4397328.0
266,15/11/2021,2180.0,2180.0,0.28,3.0,6540.0
267,12/11/2021,2174.0,2174.0,-1.05,3703.0,8086274.0
268,11/11/2021,2197.0,2197.0,1.24,52.0,113983.0
269,10/11/2021,2170.0,2170.0,-0.09,63.0,136739.0
270,09/11/2021,2172.0,2172.0,-1.27,29.0,62988.0
271,08/11/2021,2200.0,2200.0,0.0,924.0,2033090.0
272,05/11/2021,2200.0,2200.0,-0.9,2455.0,5401420.0
273,04/11/2021,2220.0,2220.0,-2.2,13949.0,30966983.0
274,03/11/2021,2270.0,2270.0,-0.44,552.0,1253040.0
275,02/11/2021,2280.0,2280.0,2.93,8.0,18240.0
276,01/11/2021,2215.0,2215.0,-3.7,2021.0,4492115.0
277,29/10/2021,2300.0,2300.0,-0.04,1244.0,2862944.0
278,28/10/2021,2301.0,2301.0,2.13,5766.0,13262165.0
279,27/10/2021,2253.0,2253.0,-3.68,1723.0,3880054.0
280,26/10/2021,2339.0,2339.0,5.6,4302.0,10061157.0
281,25/10/2021,2215.0,2215.0,0.68,4819.0,10674100.0
282,22/10/2021,2200.0,2200.0,0.09,4955.0,10900957.0
283,21/10/2021,2198.0,2198.0,0.0,7314.0,16073433.0
284,18/10/2021,2198.0,2198.0,0.0,3684.0,8097432.0
285,15/10/2021,2198.0,2198.0,0.0,5039.0,11074211.0
286,14/10/2021,2198.0,2198.0,0.37,7295.0,16027062.0
287,13/10/2021,2190.0,2190.0,0.83,15968.0,34951895.0
288,12/10/2021,2172.0,2172.0,-0.78,8.0,17379.0
289,11/10/2021,2189.0,2189.0,0.32,9050.0,19797773.0
290,08/10/2021,2182.0,2182.0,0.51,10378.0,22640228.0
291,07/10/2021,2171.0,2171.0,0.05,6024.0,13077731.0
292,06/10/2021,2170.0,2170.0,0.93,5292.0,11464622.0
293,05/10/2021,2150.0,2150.0,-0.46,3309.0,7143210.0
294,04/10/2021,2160.0,2160.0,-0.28,3825.0,8261640.0
295,01/10/2021,2166.0,2166.0,-0.6,8684.0,18889328.0
296,30/09/2021,2179.0,2179.0,-0.05,2270.0,4947295.0
297,29/09/2021,2180.0,2180.0,1.4,2093.0,4552952.0
298,28/09/2021,2150.0,2150.0,0.7,766.0,1646446.0
299,27/09/2021,2135.0,2135.0,0.23,2330.0,4972381.0
300,24/09/2021,2130.0,2130.0,1.38,6492.0,13777875.0
301,23/09/2021,2101.0,2101.0,1.5,9421.0,19730312.0
302,22/09/2021,2070.0,2070.0,1.07,3856.0,7965030.0
303,21/09/2021,2048.0,2048.0,0.0,5260.0,10772400.0
304,20/09/2021,2048.0,2048.0,0.0,1860.0,3809275.0
305,17/09/2021,2048.0,2048.0,1.14,9615.0,19506653.0
306,16/09/2021,2025.0,2025.0,0.75,6263.0,12657515.0
307,15/09/2021,2010.0,2010.0,0.0,3352.0,6737520.0
308,14/09/2021,2010.0,2010.0,0.5,2327.0,4678531.0
309,13/09/2021,2000.0,2000.0,1.52,8501.0,16974849.0
310,10/09/2021,1970.0,1970.0,-1.01,11696.0,23216833.0
311,09/09/2021,1990.0,1990.0,2.31,7589.0,14889201.0
312,08/09/2021,1945.0,1945.0,0.78,3472.0,6748525.0
313,07/09/2021,1930.0,1930.0,1.42,1606.0,3099470.0
314,06/09/2021,1903.0,1903.0,-0.94,108.0,209224.0
315,03/09/2021,1921.0,1921.0,0.21,7169.0,13835008.0
316,02/09/2021,1917.0,1917.0,0.0,0.0,0.0
317,01/09/2021,1917.0,1917.0,-0.16,558.0,1069779.0
318,31/08/2021,1920.0,1920.0,-1.03,1800.0,3476017.0
319,30/08/2021,1940.0,1940.0,-0.51,2962.0,5746924.0
320,27/08/2021,1950.0,1950.0,1.3,7327.0,14098888.0
321,26/08/2021,1925.0,1925.0,0.42,663.0,1273090.0
322,25/08/2021,1917.0,1917.0,-0.16,23.0,44111.0
323,24/08/2021,1920.0,1920.0,1.05,5505.0,10569595.0
324,23/08/2021,1900.0,1900.0,0.26,3277.0,6226265.0
325,19/08/2021,1895.0,1895.0,0.53,6828.0,12932038.0
326,18/08/2021,1885.0,1885.0,-0.63,2720.0,5127229.0
327,17/08/2021,1897.0,1897.0,1.17,1159.0,2177357.0
328,16/08/2021,1875.0,1875.0,0.27,2350.0,4399540.0
329,13/08/2021,1870.0,1870.0,1.19,9886.0,18485246.0
330,12/08/2021,1848.0,1848.0,0.43,3578.0,6619059.0
331,11/08/2021,1840.0,1840.0,0.55,1195.0,2196350.0
332,09/08/2021,1830.0,1830.0,0.0,2.0,3660.0
333,06/08/2021,1830.0,1830.0,0.55,3477.0,6342890.0
334,05/08/2021,1820.0,1820.0,1.11,9632.0,17527775.0
335,04/08/2021,1800.0,1800.0,-1.64,28.0,50487.0
336,03/08/2021,1830.0,1830.0,0.0,10.0,18297.0
337,02/08/2021,1830.0,1830.0,1.67,4234.0,7649640.0
338,29/07/2021,1800.0,1800.0,0.39,2475.0,4449995.0
339,28/07/2021,1793.0,1793.0,0.11,1612.0,2888798.0
340,27/07/2021,1791.0,1791.0,0.62,4713.0,8424583.0
341,26/07/2021,1780.0,1780.0,-1.11,637.0,1133860.0
342,23/07/2021,1800.0,1800.0,1.12,257.0,462600.0
343,20/07/2021,1780.0,1780.0,0.0,1000.0,1780000.0
344,19/07/2021,1780.0,1780.0,0.56,474.0,843069.0
345,16/07/2021,1770.0,1770.0,-0.56,59.0,105300.0
346,15/07/2021,1780.0,1780.0,1.14,104.0,185855.0
347,14/07/2021,1760.0,1760.0,-2.22,3650.0,6528263.0
348,13/07/2021,1800.0,1800.0,0.0,661.0,1180805.0
349,12/07/2021,1800.0,1800.0,-0.55,477.0,858462.0
350,09/07/2021,1810.0,1810.0,-0.55,3418.0,6224247.0
351,08/07/2021,1820.0,1820.0,-0.44,1030.0,1881800.0
352,07/07/2021,1828.0,1828.0,0.72,515.0,941254.0
353,06/07/2021,1815.0,1815.0,0.0,0.0,0.0
354,05/07/2021,1815.0,1815.0,-1.31,2178.0,4004698.0
355,02/07/2021,1839.0,1839.0,-0.16,3288.0,6026455.0
356,01/07/2021,1842.0,1842.0,-0.16,1144.0,2107241.0
357,30/06/2021,1845.0,1845.0,0.82,3204.0,5911352.0
358,29/06/2021,1830.0,1830.0,-0.76,5542.0,10213090.0
359,28/06/2021,1844.0,1844.0,1.04,124.0,227956.0
360,25/06/2021,1825.0,1825.0,-1.08,10084.0,18415482.0
361,24/06/2021,1845.0,1845.0,-0.27,3239.0,5976241.0
362,23/06/2021,1850.0,1850.0,0.76,13002.0,24053580.0
363,22/06/2021,1836.0,1836.0,0.88,3880.0,7123272.0
364,21/06/2021,1820.0,1820.0,0.94,1001.0,1820935.0
365,18/06/2021,1803.0,1803.0,-1.48,2350.0,4296336.0
366,17/06/2021,1830.0,1830.0,0.27,7199.0,13152183.0
367,16/06/2021,1825.0,1825.0,-0.82,57.0,104338.0
368,15/06/2021,1840.0,1840.0,-0.97,1643.0,3023320.0
369,14/06/2021,1858.0,1858.0,1.98,7011.0,12900238.0
370,11/06/2021,1822.0,1822.0,2.36,12039.0,21840109.0
371,10/06/2021,1780.0,1780.0,-0.84,90.0,160200.0
372,09/06/2021,1795.0,1795.0,0.0,4953.0,8890635.0
373,08/06/2021,1795.0,1795.0,0.28,14409.0,25801900.0
374,07/06/2021,1790.0,1790.0,0.0,1128.0,2018404.0
375,04/06/2021,1790.0,1790.0,0.0,1503.0,2690450.0
376,03/06/2021,1790.0,1790.0,1.3,13556.0,24132325.0
377,02/06/2021,1767.0,1767.0,0.4,2705.0,4774349.0
378,01/06/2021,1760.0,1760.0,1.15,534.0,935790.0
379,31/05/2021,1740.0,1740.0,-0.57,605.0,1052700.0
380,28/05/2021,1750.0,1750.0,-0.85,970.0,1693448.0
381,27/05/2021,1765.0,1765.0,2.44,899.0,1576270.0
382,26/05/2021,1723.0,1723.0,0.12,1584.0,2729228.0
383,25/05/2021,1721.0,1721.0,0.0,916.0,1576488.0
384,24/05/2021,1721.0,1721.0,-0.58,8.0,13779.0
385,21/05/2021,1731.0,1731.0,0.64,500.0,863400.0
386,20/05/2021,1720.0,1720.0,-1.71,2121.0,3693570.0
387,19/05/2021,1750.0,1750.0,-0.28,4449.0,7808905.0
388,18/05/2021,1755.0,1755.0,0.0,0.0,0.0
389,17/05/2021,1755.0,1755.0,1.45,6603.0,11527064.0
390,12/05/2021,1730.0,1730.0,0.46,3275.0,5655748.0
391,11/05/2021,1722.0,1722.0,-0.75,2574.0,4477385.0
392,10/05/2021,1735.0,1735.0,0.23,3400.0,5899000.0
393,07/05/2021,1731.0,1731.0,-0.8,2011.0,3484122.0
394,06/05/2021,1745.0,1745.0,0.87,2000.0,3467600.0
395,05/05/2021,1730.0,1730.0,0.87,4555.0,7880350.0
396,04/05/2021,1715.0,1715.0,0.0,3734.0,6415250.0
397,03/05/2021,1715.0,1715.0,1.18,123414.0,207954489.0
398,30/04/2021,1745.0,1745.0,0.0,127853.0,223103485.0
399,29/04/2021,1745.0,1745.0,-0.06,504.0,879500.0
400,28/04/2021,1746.0,1746.0,0.34,21072.0,36778725.0
401,27/04/2021,1740.0,1740.0,0.23,5821.0,10115481.0
402,26/04/2021,1736.0,1736.0,-0.23,85.0,147545.0
403,23/04/2021,1740.0,1740.0,0.0,7194.0,12512808.0
404,22/04/2021,1740.0,1740.0,0.58,285.0,495835.0
405,21/04/2021,1730.0,1730.0,0.58,4000.0,6920000.0
406,20/04/2021,1720.0,1720.0,0.82,6372.0,10959855.0
407,19/04/2021,1706.0,1706.0,-0.81,13307.0,22685044.0
408,16/04/2021,1720.0,1720.0,1.78,2712.0,4622967.0
409,15/04/2021,1690.0,1690.0,0.6,220.0,371479.0
410,14/04/2021,1680.0,1680.0,0.0,24.0,40320.0
411,13/04/2021,1680.0,1680.0,0.42,40.0,67137.0
412,12/04/2021,1673.0,1673.0,0.66,1502.0,2515858.0
413,09/04/2021,1662.0,1662.0,-0.54,106.0,176434.0
414,08/04/2021,1671.0,1671.0,1.64,19935.0,33100355.0
